rank,status,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,ALPHA_TRAILING_WINDOW,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,HML_STABILITY_THRESHOLD,FACTOR_COLUMNS,score,Strategy Ann. Return,Benchmark (EW) Ann. Return,Benchmark (VW) Ann. Return,Strategy Sharpe,Benchmark (EW) Sharpe,Benchmark (VW) Sharpe,Information Ratio (vs EW),Information Ratio (vs VW),Strategy Max Drawdown,Monthly Hit Rate (vs EW),Return Months,Rebalance Years,search_batch_time
26211,completed,2020-01-01,2025-12-31,80,0.2,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma, mom",2.906667,8.92%,9.59%,11.07%,0.62,0.67,0.76,-0.16,-0.65,-26.25%,55.00%,60,5,2026-06-04 20:55:38
26212,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml",2.904167,8.94%,9.59%,11.07%,0.63,0.67,0.76,-0.20,-0.70,-26.35%,41.67%,60,5,2026-06-04 20:55:38
26213,completed,2020-01-01,2025-12-31,60,0.2,0,False,36,36,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",2.904167,8.80%,9.56%,10.95%,0.62,0.67,0.76,-0.21,-0.55,-25.41%,50.00%,60,5,2026-06-04 20:55:38
26214,completed,2020-01-01,2025-12-31,70,0.2,0,False,36,36,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",2.904167,8.80%,9.56%,10.95%,0.62,0.67,0.76,-0.21,-0.55,-25.41%,50.00%,60,5,2026-06-04 20:55:38
26215,completed,2020-01-01,2025-12-31,80,0.1,0,True,36,36,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",2.904167,9.22%,9.59%,11.07%,0.64,0.67,0.76,-0.08,-0.64,-28.58%,48.33%,60,5,2026-06-04 20:55:38
26216,completed,2020-01-01,2025-12-31,70,0.3,0,True,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, mom",2.901667,8.98%,9.56%,10.95%,0.63,0.67,0.76,-0.24,-0.71,-26.65%,45.00%,60,5,2026-06-04 20:55:38
26217,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,36.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw, cma",2.901667,9.06%,9.59%,11.07%,0.62,0.67,0.76,-0.13,-0.65,-27.31%,53.33%,60,5,2026-06-04 20:55:38
26218,completed,2020-01-01,2025-12-31,60,0.3,0,False,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma, mom",2.901667,9.03%,9.56%,10.95%,0.63,0.67,0.76,-0.14,-0.62,-27.20%,56.67%,60,5,2026-06-04 20:55:38
26219,completed,2020-01-01,2025-12-31,70,0.3,0,False,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma, mom",2.901667,9.03%,9.56%,10.95%,0.63,0.67,0.76,-0.14,-0.62,-27.20%,56.67%,60,5,2026-06-04 20:55:38
26220,completed,2020-01-01,2025-12-31,70,0.2,0,True,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",2.901667,8.97%,9.56%,10.95%,0.62,0.67,0.76,-0.13,-0.66,-26.77%,53.33%,60,5,2026-06-04 20:55:38
26221,completed,2020-01-01,2025-12-31,60,0.3,0,True,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, mom",2.901667,8.98%,9.56%,10.95%,0.63,0.67,0.76,-0.24,-0.71,-26.65%,45.00%,60,5,2026-06-04 20:55:38
26222,completed,2020-01-01,2025-12-31,60,0.2,0,True,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",2.901667,8.97%,9.56%,10.95%,0.62,0.67,0.76,-0.13,-0.66,-26.77%,53.33%,60,5,2026-06-04 20:55:38
26223,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, cma, mom",2.901667,9.02%,9.59%,11.07%,0.62,0.67,0.76,-0.15,-0.65,-26.99%,55.00%,60,5,2026-06-04 20:55:38
26224,completed,2020-01-01,2025-12-31,60,0.2,0,True,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.899167,9.11%,9.56%,10.95%,0.61,0.67,0.76,-0.09,-0.55,-27.81%,41.67%,60,5,2026-06-04 20:55:38
26225,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, cma, mom",2.899167,9.00%,9.56%,10.95%,0.62,0.67,0.76,-0.15,-0.63,-26.95%,55.00%,60,5,2026-06-04 20:55:38
26226,completed,2020-01-01,2025-12-31,70,0.2,0,True,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.899167,9.11%,9.56%,10.95%,0.61,0.67,0.76,-0.09,-0.55,-27.81%,41.67%,60,5,2026-06-04 20:55:38
26227,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, cma, mom",2.899167,9.00%,9.56%,10.95%,0.62,0.67,0.76,-0.15,-0.63,-26.95%,55.00%,60,5,2026-06-04 20:55:38
26228,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, mom",2.896667,9.13%,9.56%,10.95%,0.63,0.67,0.76,-0.09,-0.56,-28.02%,50.00%,60,5,2026-06-04 20:55:38
26229,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",2.896667,8.89%,9.56%,10.95%,0.63,0.67,0.76,-0.25,-0.82,-26.02%,53.33%,60,5,2026-06-04 20:55:38
26230,completed,2020-01-01,2025-12-31,70,0.2,0,False,36,36,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml",2.896667,8.92%,9.56%,10.95%,0.63,0.67,0.76,-0.19,-0.68,-26.35%,40.00%,60,5,2026-06-04 20:55:38
26231,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, mom",2.896667,9.13%,9.56%,10.95%,0.63,0.67,0.76,-0.09,-0.56,-28.02%,50.00%,60,5,2026-06-04 20:55:38
26232,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",2.896667,8.89%,9.56%,10.95%,0.63,0.67,0.76,-0.25,-0.82,-26.02%,53.33%,60,5,2026-06-04 20:55:38
26233,completed,2020-01-01,2025-12-31,80,0.2,0,False,48,48,48,,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw",2.896667,8.75%,9.59%,11.07%,0.62,0.67,0.76,-0.20,-0.57,-25.02%,53.33%,60,5,2026-06-04 20:55:38
26234,completed,2020-01-01,2025-12-31,80,0.2,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml",2.896667,9.04%,9.59%,11.07%,0.64,0.67,0.76,-0.15,-0.67,-27.21%,51.67%,60,5,2026-06-04 20:55:38
26235,completed,2020-01-01,2025-12-31,70,0.2,0,False,48,48,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.896667,8.80%,9.56%,10.95%,0.63,0.67,0.76,-0.23,-0.61,-25.43%,46.67%,60,5,2026-06-04 20:55:38
26236,completed,2020-01-01,2025-12-31,60,0.2,0,False,36,36,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml",2.896667,8.92%,9.56%,10.95%,0.63,0.67,0.76,-0.19,-0.68,-26.35%,40.00%,60,5,2026-06-04 20:55:38
26237,completed,2020-01-01,2025-12-31,60,0.2,0,False,48,48,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.896667,8.80%,9.56%,10.95%,0.63,0.67,0.76,-0.23,-0.61,-25.43%,46.67%,60,5,2026-06-04 20:55:38
26238,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.896667,8.96%,9.59%,11.07%,0.61,0.67,0.76,-0.16,-0.57,-26.54%,40.00%,60,5,2026-06-04 20:55:38
26239,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, cma",2.894167,9.12%,9.59%,11.07%,0.60,0.67,0.76,-0.06,-0.45,-27.84%,43.33%,60,5,2026-06-04 20:55:38
26240,completed,2020-01-01,2025-12-31,60,0.3,0,False,36,36,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",2.894167,9.03%,9.56%,10.95%,0.63,0.67,0.76,-0.18,-0.82,-27.15%,46.67%,60,5,2026-06-04 20:55:38
26241,completed,2020-01-01,2025-12-31,70,0.3,0,False,36,36,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",2.894167,9.03%,9.56%,10.95%,0.63,0.67,0.76,-0.18,-0.82,-27.15%,46.67%,60,5,2026-06-04 20:55:38
26242,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",2.894167,8.81%,9.59%,11.07%,0.62,0.67,0.76,-0.22,-0.58,-25.41%,45.00%,60,5,2026-06-04 20:55:38
26243,completed,2015-01-01,2025-12-31,60,0.1,0,False,36,36,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",2.893333,9.69%,11.56%,13.10%,0.66,0.77,0.86,-0.49,-0.76,-27.91%,48.33%,120,10,2026-06-04 20:55:38
26244,completed,2015-01-01,2025-12-31,70,0.1,0,False,36,36,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",2.893333,9.69%,11.56%,13.10%,0.66,0.77,0.86,-0.49,-0.76,-27.91%,48.33%,120,10,2026-06-04 20:55:38
26245,completed,2020-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.891667,8.82%,9.59%,11.07%,0.61,0.67,0.76,-0.20,-0.63,-25.50%,48.33%,60,5,2026-06-04 20:55:38
26246,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw",2.889167,8.89%,9.56%,10.95%,0.63,0.67,0.76,-0.22,-0.70,-26.11%,56.67%,60,5,2026-06-04 20:55:38
26247,completed,2020-01-01,2025-12-31,70,0.3,0,False,48,48,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, mom",2.889167,8.64%,9.56%,10.95%,0.62,0.67,0.76,-0.31,-0.76,-24.15%,48.33%,60,5,2026-06-04 20:55:38
26248,completed,2020-01-01,2025-12-31,60,0.2,0,False,48,48,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, cma",2.889167,8.65%,9.56%,10.95%,0.61,0.67,0.76,-0.20,-0.52,-24.41%,50.00%,60,5,2026-06-04 20:55:38
26249,completed,2020-01-01,2025-12-31,80,0.3,0,False,36,36,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma, mom",2.889167,9.01%,9.59%,11.07%,0.61,0.67,0.76,-0.14,-0.49,-26.96%,48.33%,60,5,2026-06-04 20:55:38
26250,completed,2020-01-01,2025-12-31,60,0.3,0,False,48,48,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, mom",2.889167,8.64%,9.56%,10.95%,0.62,0.67,0.76,-0.31,-0.76,-24.15%,48.33%,60,5,2026-06-04 20:55:38
26251,completed,2020-01-01,2025-12-31,70,0.2,0,False,48,48,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, cma",2.889167,8.65%,9.56%,10.95%,0.61,0.67,0.76,-0.20,-0.52,-24.41%,50.00%,60,5,2026-06-04 20:55:38
26252,completed,2020-01-01,2025-12-31,80,0.2,0,True,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml",2.889167,8.66%,9.59%,11.07%,0.62,0.67,0.76,-0.21,-0.66,-24.40%,48.33%,60,5,2026-06-04 20:55:38
26253,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw",2.889167,8.89%,9.56%,10.95%,0.63,0.67,0.76,-0.22,-0.70,-26.11%,56.67%,60,5,2026-06-04 20:55:38
26254,completed,2020-01-01,2025-12-31,70,0.3,0,False,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma, mom",2.886667,9.01%,9.56%,10.95%,0.63,0.67,0.76,-0.25,-0.81,-26.90%,46.67%,60,5,2026-06-04 20:55:38
26255,completed,2020-01-01,2025-12-31,60,0.3,0,False,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma, mom",2.886667,9.01%,9.56%,10.95%,0.63,0.67,0.76,-0.25,-0.81,-26.90%,46.67%,60,5,2026-06-04 20:55:38
26256,completed,2020-01-01,2025-12-31,70,0.3,0,False,36,36,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",2.884167,8.91%,9.56%,10.95%,0.62,0.67,0.76,-0.19,-0.57,-26.30%,48.33%,60,5,2026-06-04 20:55:38
26257,completed,2020-01-01,2025-12-31,60,0.2,0,False,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.884167,8.80%,9.56%,10.95%,0.61,0.67,0.76,-0.19,-0.59,-25.50%,50.00%,60,5,2026-06-04 20:55:38
26258,completed,2020-01-01,2025-12-31,80,0.2,0,False,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, mom",2.884167,8.97%,9.59%,11.07%,0.62,0.67,0.76,-0.15,-0.52,-26.71%,48.33%,60,5,2026-06-04 20:55:38
26259,completed,2020-01-01,2025-12-31,60,0.3,0,False,36,36,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",2.884167,8.91%,9.56%,10.95%,0.62,0.67,0.76,-0.19,-0.57,-26.30%,48.33%,60,5,2026-06-04 20:55:38
26260,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml",2.884167,8.66%,9.56%,10.95%,0.62,0.67,0.76,-0.20,-0.63,-24.53%,45.00%,60,5,2026-06-04 20:55:38
26261,completed,2020-01-01,2025-12-31,70,0.2,0,False,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.884167,8.80%,9.56%,10.95%,0.61,0.67,0.76,-0.19,-0.59,-25.50%,50.00%,60,5,2026-06-04 20:55:38
26262,completed,2020-01-01,2025-12-31,80,0.3,0,False,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",2.884167,8.76%,9.59%,11.07%,0.61,0.67,0.76,-0.21,-0.62,-25.09%,53.33%,60,5,2026-06-04 20:55:38
26263,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml",2.884167,8.66%,9.56%,10.95%,0.62,0.67,0.76,-0.20,-0.63,-24.53%,45.00%,60,5,2026-06-04 20:55:38
26264,completed,2020-01-01,2025-12-31,80,0.3,0,True,36,36,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw",2.881667,9.05%,9.59%,11.07%,0.63,0.67,0.76,-0.20,-0.78,-27.21%,55.00%,60,5,2026-06-04 20:55:38
26265,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, mom",2.881667,9.02%,9.56%,10.95%,0.63,0.67,0.76,-0.14,-0.59,-27.21%,45.00%,60,5,2026-06-04 20:55:38
26266,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, mom",2.881667,9.02%,9.56%,10.95%,0.63,0.67,0.76,-0.14,-0.59,-27.21%,45.00%,60,5,2026-06-04 20:55:38
26267,completed,2020-01-01,2025-12-31,80,0.1,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml",2.881667,9.16%,9.59%,11.07%,0.63,0.67,0.76,-0.06,-0.39,-28.26%,53.33%,60,5,2026-06-04 20:55:38
26268,completed,2020-01-01,2025-12-31,80,0.1,0,True,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",2.879167,9.02%,9.59%,11.07%,0.62,0.67,0.76,-0.09,-0.52,-27.20%,55.00%,60,5,2026-06-04 20:55:38
26269,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",2.879167,8.88%,9.59%,11.07%,0.62,0.67,0.76,-0.19,-0.71,-26.02%,56.67%,60,5,2026-06-04 20:55:38
26270,completed,2020-01-01,2025-12-31,80,0.2,0,False,48,48,48,36.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.879167,9.12%,9.59%,11.07%,0.61,0.67,0.76,-0.08,-0.54,-27.89%,50.00%,60,5,2026-06-04 20:55:38
26271,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",2.876667,9.41%,9.56%,10.95%,0.62,0.67,0.76,0.02,-0.36,-30.25%,45.00%,60,5,2026-06-04 20:55:38
26272,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, mom",2.876667,9.33%,9.56%,10.95%,0.65,0.67,0.76,-0.05,-0.65,-29.64%,46.67%,60,5,2026-06-04 20:55:38
26273,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, mom",2.876667,9.33%,9.56%,10.95%,0.65,0.67,0.76,-0.05,-0.65,-29.64%,46.67%,60,5,2026-06-04 20:55:38
26274,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",2.876667,9.41%,9.56%,10.95%,0.62,0.67,0.76,0.02,-0.36,-30.25%,45.00%,60,5,2026-06-04 20:55:38
26275,completed,2020-01-01,2025-12-31,80,0.3,0,False,48,48,48,120.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma, mom",2.876667,9.01%,9.59%,11.07%,0.63,0.67,0.76,-0.25,-0.83,-26.85%,51.67%,60,5,2026-06-04 20:55:38
26276,completed,2015-01-01,2025-12-31,80,0.1,0,False,36,36,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma",2.875833,9.66%,11.58%,13.19%,0.67,0.77,0.86,-0.57,-1.01,-27.58%,42.50%,120,10,2026-06-04 20:55:38
26277,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma",2.874167,9.35%,9.56%,10.95%,0.64,0.67,0.76,-0.02,-0.41,-29.82%,43.33%,60,5,2026-06-04 20:55:38
26278,completed,2020-01-01,2025-12-31,60,0.3,0,True,36,36,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw",2.874167,9.03%,9.56%,10.95%,0.63,0.67,0.76,-0.19,-0.73,-27.21%,55.00%,60,5,2026-06-04 20:55:38
26279,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.874167,9.14%,9.56%,10.95%,0.62,0.67,0.76,-0.07,-0.52,-28.19%,53.33%,60,5,2026-06-04 20:55:38
26280,completed,2020-01-01,2025-12-31,70,0.3,0,True,36,36,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw",2.874167,9.03%,9.56%,10.95%,0.63,0.67,0.76,-0.19,-0.73,-27.21%,55.00%,60,5,2026-06-04 20:55:38
26281,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.874167,9.14%,9.56%,10.95%,0.62,0.67,0.76,-0.07,-0.52,-28.19%,53.33%,60,5,2026-06-04 20:55:38
26282,completed,2020-01-01,2025-12-31,80,0.1,0,True,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma",2.874167,9.19%,9.59%,11.07%,0.63,0.67,0.76,-0.08,-0.56,-28.46%,46.67%,60,5,2026-06-04 20:55:38
26283,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma",2.874167,9.35%,9.56%,10.95%,0.64,0.67,0.76,-0.02,-0.41,-29.82%,43.33%,60,5,2026-06-04 20:55:38
26284,completed,2020-01-01,2025-12-31,80,0.1,0,False,36,36,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml",2.874167,9.07%,9.59%,11.07%,0.65,0.67,0.76,-0.10,-0.41,-27.64%,50.00%,60,5,2026-06-04 20:55:38
26285,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.869167,9.24%,9.56%,10.95%,0.63,0.67,0.76,-0.07,-0.77,-28.94%,50.00%,60,5,2026-06-04 20:55:38
26286,completed,2020-01-01,2025-12-31,80,0.1,0,True,36,36,48,,0.05,2.0,1.5,"mkt_rf, smb, hml",2.869167,9.31%,9.59%,11.07%,0.63,0.67,0.76,-0.04,-0.54,-29.40%,53.33%,60,5,2026-06-04 20:55:38
26287,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.869167,9.24%,9.56%,10.95%,0.63,0.67,0.76,-0.07,-0.77,-28.94%,50.00%,60,5,2026-06-04 20:55:38
26288,completed,2020-01-01,2025-12-31,80,0.3,0,True,36,36,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw",2.869167,8.95%,9.59%,11.07%,0.63,0.67,0.76,-0.31,-0.84,-26.34%,46.67%,60,5,2026-06-04 20:55:38
26289,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma, mom",2.869167,9.07%,9.59%,11.07%,0.63,0.67,0.76,-0.15,-0.78,-27.50%,51.67%,60,5,2026-06-04 20:55:38
26290,completed,2020-01-01,2025-12-31,70,0.3,0,False,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml",2.866667,8.91%,9.56%,10.95%,0.64,0.67,0.76,-0.25,-0.74,-26.31%,43.33%,60,5,2026-06-04 20:55:38
26291,completed,2020-01-01,2025-12-31,60,0.3,0,False,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml",2.866667,8.91%,9.56%,10.95%,0.64,0.67,0.76,-0.25,-0.74,-26.31%,43.33%,60,5,2026-06-04 20:55:38
26292,completed,2020-01-01,2025-12-31,60,0.3,0,False,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",2.866667,8.74%,9.56%,10.95%,0.61,0.67,0.76,-0.20,-0.59,-25.13%,55.00%,60,5,2026-06-04 20:55:38
26293,completed,2020-01-01,2025-12-31,80,0.1,0,True,48,48,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, cma",2.866667,8.95%,9.59%,11.07%,0.62,0.67,0.76,-0.12,-0.50,-26.70%,51.67%,60,5,2026-06-04 20:55:38
26294,completed,2020-01-01,2025-12-31,70,0.3,0,False,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",2.866667,8.74%,9.56%,10.95%,0.61,0.67,0.76,-0.20,-0.59,-25.13%,55.00%,60,5,2026-06-04 20:55:38
26295,completed,2020-01-01,2025-12-31,60,0.2,0,True,36,36,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml",2.864167,8.90%,9.56%,10.95%,0.63,0.67,0.76,-0.19,-0.76,-26.34%,55.00%,60,5,2026-06-04 20:55:38
26296,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.864167,9.29%,9.56%,10.95%,0.62,0.67,0.76,-0.01,-0.35,-29.40%,55.00%,60,5,2026-06-04 20:55:38
26297,completed,2020-01-01,2025-12-31,80,0.2,0,True,48,48,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, cma",2.864167,8.82%,9.59%,11.07%,0.62,0.67,0.76,-0.18,-0.61,-25.68%,55.00%,60,5,2026-06-04 20:55:38
26298,completed,2020-01-01,2025-12-31,70,0.2,0,False,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.864167,8.96%,9.56%,10.95%,0.60,0.67,0.76,-0.10,-0.45,-26.85%,45.00%,60,5,2026-06-04 20:55:38
26299,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw, mom",2.864167,9.06%,9.56%,10.95%,0.63,0.67,0.76,-0.16,-0.65,-27.52%,53.33%,60,5,2026-06-04 20:55:38
26300,completed,2020-01-01,2025-12-31,70,0.2,0,True,36,36,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml",2.864167,8.90%,9.56%,10.95%,0.63,0.67,0.76,-0.19,-0.76,-26.34%,55.00%,60,5,2026-06-04 20:55:38
26301,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.864167,9.29%,9.56%,10.95%,0.62,0.67,0.76,-0.01,-0.35,-29.40%,55.00%,60,5,2026-06-04 20:55:38
26302,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma, mom",2.864167,9.16%,9.56%,10.95%,0.64,0.67,0.76,-0.15,-1.11,-28.27%,48.33%,60,5,2026-06-04 20:55:38
26303,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma, mom",2.864167,9.16%,9.56%,10.95%,0.64,0.67,0.76,-0.15,-1.11,-28.27%,48.33%,60,5,2026-06-04 20:55:38
26304,completed,2020-01-01,2025-12-31,60,0.3,0,False,48,48,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",2.864167,8.83%,9.56%,10.95%,0.63,0.67,0.76,-0.32,-0.83,-25.59%,50.00%,60,5,2026-06-04 20:55:38
26305,completed,2020-01-01,2025-12-31,60,0.2,0,False,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.864167,8.96%,9.56%,10.95%,0.60,0.67,0.76,-0.10,-0.45,-26.85%,45.00%,60,5,2026-06-04 20:55:38
26306,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw, mom",2.864167,9.06%,9.56%,10.95%,0.63,0.67,0.76,-0.16,-0.65,-27.52%,53.33%,60,5,2026-06-04 20:55:38
26307,completed,2020-01-01,2025-12-31,70,0.3,0,False,48,48,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",2.864167,8.83%,9.56%,10.95%,0.63,0.67,0.76,-0.32,-0.83,-25.59%,50.00%,60,5,2026-06-04 20:55:38
