rank,status,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,ALPHA_TRAILING_WINDOW,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,HML_STABILITY_THRESHOLD,FACTOR_COLUMNS,score,Strategy Ann. Return,Benchmark (EW) Ann. Return,Benchmark (VW) Ann. Return,Strategy Sharpe,Benchmark (EW) Sharpe,Benchmark (VW) Sharpe,Information Ratio (vs EW),Information Ratio (vs VW),Strategy Max Drawdown,Monthly Hit Rate (vs EW),Return Months,Rebalance Years,search_batch_time
26308,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.861667,8.90%,9.56%,10.95%,0.62,0.67,0.76,-0.16,-0.64,-26.38%,50.00%,60,5,2026-06-04 20:55:38
26309,completed,2020-01-01,2025-12-31,70,0.1,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",2.861667,9.36%,9.56%,10.95%,0.62,0.67,0.76,0.01,-0.35,-29.94%,51.67%,60,5,2026-06-04 20:55:38
26310,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.861667,9.17%,9.59%,11.07%,0.63,0.67,0.76,-0.10,-0.57,-28.33%,55.00%,60,5,2026-06-04 20:55:38
26311,completed,2020-01-01,2025-12-31,60,0.1,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",2.861667,9.36%,9.56%,10.95%,0.62,0.67,0.76,0.01,-0.35,-29.94%,51.67%,60,5,2026-06-04 20:55:38
26312,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.861667,8.90%,9.56%,10.95%,0.62,0.67,0.76,-0.16,-0.64,-26.38%,50.00%,60,5,2026-06-04 20:55:38
26313,completed,2020-01-01,2025-12-31,80,0.3,0,True,36,36,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, mom",2.861667,8.96%,9.59%,11.07%,0.62,0.67,0.76,-0.29,-0.63,-26.45%,50.00%,60,5,2026-06-04 20:55:38
26314,completed,2020-01-01,2025-12-31,60,0.2,0,True,36,36,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, cma",2.859167,9.05%,9.56%,10.95%,0.63,0.67,0.76,-0.15,-0.66,-27.49%,56.67%,60,5,2026-06-04 20:55:38
26315,completed,2020-01-01,2025-12-31,70,0.2,0,True,36,36,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, cma",2.859167,9.05%,9.56%,10.95%,0.63,0.67,0.76,-0.15,-0.66,-27.49%,56.67%,60,5,2026-06-04 20:55:38
26316,completed,2015-01-01,2025-12-31,60,0.1,0,False,48,48,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma",2.858333,9.97%,11.56%,13.10%,0.69,0.77,0.86,-0.35,-0.66,-30.38%,44.17%,120,10,2026-06-04 20:55:38
26317,completed,2015-01-01,2025-12-31,70,0.1,0,False,48,48,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma",2.858333,9.97%,11.56%,13.10%,0.69,0.77,0.86,-0.35,-0.66,-30.38%,44.17%,120,10,2026-06-04 20:55:38
26318,completed,2020-01-01,2025-12-31,80,0.1,0,True,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",2.856667,8.86%,9.59%,11.07%,0.62,0.67,0.76,-0.16,-0.59,-26.03%,60.00%,60,5,2026-06-04 20:55:38
26319,completed,2020-01-01,2025-12-31,80,0.1,0,False,36,36,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma",2.856667,8.82%,9.59%,11.07%,0.62,0.67,0.76,-0.19,-0.56,-25.69%,43.33%,60,5,2026-06-04 20:55:38
26320,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma, mom",2.856667,8.91%,9.59%,11.07%,0.61,0.67,0.76,-0.18,-0.59,-26.31%,53.33%,60,5,2026-06-04 20:55:38
26321,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,,0.05,2.0,2.0,"mkt_rf, smb, hml",2.856667,9.19%,9.59%,11.07%,0.63,0.67,0.76,-0.08,-0.66,-28.53%,51.67%,60,5,2026-06-04 20:55:38
26322,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, cma",2.856667,8.70%,9.59%,11.07%,0.61,0.67,0.76,-0.23,-0.67,-24.74%,51.67%,60,5,2026-06-04 20:55:38
26323,completed,2020-01-01,2025-12-31,80,0.3,0,False,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",2.856667,8.96%,9.59%,11.07%,0.63,0.67,0.76,-0.20,-0.76,-26.68%,45.00%,60,5,2026-06-04 20:55:38
26324,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, mom",2.854167,9.02%,9.59%,11.07%,0.61,0.67,0.76,-0.13,-0.56,-27.19%,51.67%,60,5,2026-06-04 20:55:38
26325,completed,2020-01-01,2025-12-31,80,0.3,0,False,48,48,48,36.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma",2.854167,9.20%,9.59%,11.07%,0.62,0.67,0.76,-0.07,-0.50,-28.60%,51.67%,60,5,2026-06-04 20:55:38
26326,completed,2020-01-01,2025-12-31,60,0.3,0,False,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",2.851667,8.94%,9.56%,10.95%,0.63,0.67,0.76,-0.20,-0.74,-26.65%,45.00%,60,5,2026-06-04 20:55:38
26327,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",2.851667,8.94%,9.59%,11.07%,0.63,0.67,0.76,-0.26,-0.96,-26.44%,50.00%,60,5,2026-06-04 20:55:38
26328,completed,2020-01-01,2025-12-31,70,0.3,0,False,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",2.851667,8.94%,9.56%,10.95%,0.63,0.67,0.76,-0.20,-0.74,-26.65%,45.00%,60,5,2026-06-04 20:55:38
26329,completed,2010-01-01,2025-12-31,70,0.1,0,False,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.85,9.64%,11.06%,12.52%,0.68,0.78,0.88,-0.37,-0.74,-32.20%,50.00%,180,15,2026-06-04 20:55:38
26330,completed,2010-01-01,2025-12-31,60,0.1,0,False,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.85,9.64%,11.06%,12.52%,0.68,0.78,0.88,-0.37,-0.74,-32.20%,50.00%,180,15,2026-06-04 20:55:38
26331,completed,2020-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",2.849167,8.94%,9.59%,11.07%,0.63,0.67,0.76,-0.20,-0.81,-26.57%,46.67%,60,5,2026-06-04 20:55:38
26332,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml",2.849167,9.03%,9.59%,11.07%,0.64,0.67,0.76,-0.18,-0.82,-27.27%,48.33%,60,5,2026-06-04 20:55:38
26333,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.846667,8.90%,9.56%,10.95%,0.62,0.67,0.76,-0.14,-0.54,-26.48%,60.00%,60,5,2026-06-04 20:55:38
26334,completed,2020-01-01,2025-12-31,80,0.3,0,False,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml",2.846667,8.83%,9.59%,11.07%,0.63,0.67,0.76,-0.26,-0.72,-25.69%,51.67%,60,5,2026-06-04 20:55:38
26335,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.846667,8.90%,9.56%,10.95%,0.62,0.67,0.76,-0.14,-0.54,-26.48%,60.00%,60,5,2026-06-04 20:55:38
26336,completed,2020-01-01,2025-12-31,80,0.2,0,False,48,48,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.846667,8.79%,9.59%,11.07%,0.63,0.67,0.76,-0.25,-0.64,-25.43%,46.67%,60,5,2026-06-04 20:55:38
26337,completed,2015-01-01,2025-12-31,70,0.1,0,True,36,36,48,,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, mom",2.845833,10.04%,11.56%,13.10%,0.67,0.77,0.86,-0.45,-0.94,-30.66%,50.83%,120,10,2026-06-04 20:55:38
26338,completed,2015-01-01,2025-12-31,60,0.1,0,True,36,36,48,,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, mom",2.845833,10.04%,11.56%,13.10%,0.67,0.77,0.86,-0.45,-0.94,-30.66%,50.83%,120,10,2026-06-04 20:55:38
26339,completed,2020-01-01,2025-12-31,60,0.2,0,False,36,36,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml",2.844167,8.78%,9.56%,10.95%,0.62,0.67,0.76,-0.22,-0.64,-25.49%,46.67%,60,5,2026-06-04 20:55:38
26340,completed,2020-01-01,2025-12-31,80,0.3,0,True,36,36,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",2.844167,8.86%,9.59%,11.07%,0.61,0.67,0.76,-0.20,-0.84,-25.97%,48.33%,60,5,2026-06-04 20:55:38
26341,completed,2020-01-01,2025-12-31,60,0.2,0,False,36,36,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml",2.844167,8.84%,9.56%,10.95%,0.63,0.67,0.76,-0.20,-0.68,-25.98%,53.33%,60,5,2026-06-04 20:55:38
26342,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw",2.844167,8.71%,9.56%,10.95%,0.62,0.67,0.76,-0.27,-0.70,-24.90%,46.67%,60,5,2026-06-04 20:55:38
26343,completed,2020-01-01,2025-12-31,70,0.2,0,False,36,36,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml",2.844167,8.78%,9.56%,10.95%,0.62,0.67,0.76,-0.22,-0.64,-25.49%,46.67%,60,5,2026-06-04 20:55:38
26344,completed,2020-01-01,2025-12-31,70,0.2,0,False,36,36,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml",2.844167,8.84%,9.56%,10.95%,0.63,0.67,0.76,-0.20,-0.68,-25.98%,53.33%,60,5,2026-06-04 20:55:38
26345,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",2.844167,9.00%,9.59%,11.07%,0.63,0.67,0.76,-0.25,-1.02,-26.91%,48.33%,60,5,2026-06-04 20:55:38
26346,completed,2020-01-01,2025-12-31,70,0.1,0,True,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",2.844167,8.93%,9.56%,10.95%,0.64,0.67,0.76,-0.15,-0.55,-26.74%,46.67%,60,5,2026-06-04 20:55:38
26347,completed,2020-01-01,2025-12-31,60,0.1,0,True,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",2.844167,8.93%,9.56%,10.95%,0.64,0.67,0.76,-0.15,-0.55,-26.74%,46.67%,60,5,2026-06-04 20:55:38
26348,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw",2.844167,8.71%,9.56%,10.95%,0.62,0.67,0.76,-0.27,-0.70,-24.90%,46.67%,60,5,2026-06-04 20:55:38
26349,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.841667,9.14%,9.56%,10.95%,0.62,0.67,0.76,-0.11,-0.72,-28.24%,50.00%,60,5,2026-06-04 20:55:38
26350,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.841667,9.14%,9.56%,10.95%,0.62,0.67,0.76,-0.11,-0.72,-28.24%,50.00%,60,5,2026-06-04 20:55:38
26351,completed,2020-01-01,2025-12-31,80,0.3,0,False,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.841667,8.79%,9.59%,11.07%,0.61,0.67,0.76,-0.25,-0.71,-25.39%,51.67%,60,5,2026-06-04 20:55:38
26352,completed,2020-01-01,2025-12-31,80,0.2,0,True,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw",2.841667,8.91%,9.59%,11.07%,0.61,0.67,0.76,-0.18,-0.66,-26.37%,45.00%,60,5,2026-06-04 20:55:38
26353,completed,2020-01-01,2025-12-31,60,0.3,0,False,36,36,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma, mom",2.841667,9.16%,9.56%,10.95%,0.62,0.67,0.76,-0.07,-0.46,-28.46%,46.67%,60,5,2026-06-04 20:55:38
26354,completed,2020-01-01,2025-12-31,70,0.3,0,True,36,36,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma, mom",2.841667,9.07%,9.56%,10.95%,0.62,0.67,0.76,-0.13,-0.56,-27.71%,46.67%,60,5,2026-06-04 20:55:38
26355,completed,2020-01-01,2025-12-31,60,0.3,0,True,36,36,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma, mom",2.841667,9.07%,9.56%,10.95%,0.62,0.67,0.76,-0.13,-0.56,-27.71%,46.67%,60,5,2026-06-04 20:55:38
26356,completed,2020-01-01,2025-12-31,70,0.3,0,False,36,36,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma, mom",2.841667,9.16%,9.56%,10.95%,0.62,0.67,0.76,-0.07,-0.46,-28.46%,46.67%,60,5,2026-06-04 20:55:38
26357,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma",2.839167,8.95%,9.56%,10.95%,0.61,0.67,0.76,-0.16,-0.70,-26.79%,53.33%,60,5,2026-06-04 20:55:38
26358,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma",2.839167,8.95%,9.56%,10.95%,0.61,0.67,0.76,-0.16,-0.70,-26.79%,53.33%,60,5,2026-06-04 20:55:38
26359,completed,2020-01-01,2025-12-31,80,0.1,0,False,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, cma",2.839167,8.51%,9.59%,11.07%,0.61,0.67,0.76,-0.24,-0.56,-23.46%,45.00%,60,5,2026-06-04 20:55:38
26360,completed,2020-01-01,2025-12-31,80,0.2,0,False,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, mom",2.836667,8.87%,9.59%,11.07%,0.62,0.67,0.76,-0.15,-0.57,-26.20%,53.33%,60,5,2026-06-04 20:55:38
26361,completed,2020-01-01,2025-12-31,70,0.3,0,False,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.834167,8.77%,9.56%,10.95%,0.61,0.67,0.76,-0.24,-0.68,-25.39%,48.33%,60,5,2026-06-04 20:55:38
26362,completed,2020-01-01,2025-12-31,70,0.2,0,True,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",2.834167,8.97%,9.56%,10.95%,0.62,0.67,0.76,-0.12,-0.62,-27.06%,53.33%,60,5,2026-06-04 20:55:38
26363,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",2.834167,8.85%,9.59%,11.07%,0.62,0.67,0.76,-0.18,-0.66,-26.01%,45.00%,60,5,2026-06-04 20:55:38
26364,completed,2020-01-01,2025-12-31,60,0.3,0,False,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",2.834167,8.77%,9.56%,10.95%,0.61,0.67,0.76,-0.24,-0.68,-25.39%,48.33%,60,5,2026-06-04 20:55:38
26365,completed,2020-01-01,2025-12-31,60,0.2,0,True,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",2.834167,8.97%,9.56%,10.95%,0.62,0.67,0.76,-0.12,-0.62,-27.06%,53.33%,60,5,2026-06-04 20:55:38
26366,completed,2020-01-01,2025-12-31,80,0.1,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",2.834167,9.36%,9.59%,11.07%,0.62,0.67,0.76,0.00,-0.39,-29.94%,50.00%,60,5,2026-06-04 20:55:38
26367,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.834167,9.15%,9.59%,11.07%,0.62,0.67,0.76,-0.10,-0.70,-28.27%,45.00%,60,5,2026-06-04 20:55:38
26368,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, mom",2.831667,8.88%,9.59%,11.07%,0.63,0.67,0.76,-0.29,-0.79,-26.04%,51.67%,60,5,2026-06-04 20:55:38
26369,completed,2020-01-01,2025-12-31,60,0.1,0,True,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.831667,9.10%,9.56%,10.95%,0.61,0.67,0.76,-0.08,-0.51,-28.03%,46.67%,60,5,2026-06-04 20:55:38
26370,completed,2020-01-01,2025-12-31,70,0.1,0,True,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.831667,9.10%,9.56%,10.95%,0.61,0.67,0.76,-0.08,-0.51,-28.03%,46.67%,60,5,2026-06-04 20:55:38
26371,completed,2020-01-01,2025-12-31,80,0.3,0,False,48,48,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, mom",2.831667,8.96%,9.59%,11.07%,0.61,0.67,0.76,-0.14,-0.49,-26.84%,50.00%,60,5,2026-06-04 20:55:38
26372,completed,2020-01-01,2025-12-31,70,0.2,0,False,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.829167,9.19%,9.56%,10.95%,0.61,0.67,0.76,-0.03,-0.36,-28.77%,53.33%,60,5,2026-06-04 20:55:38
26373,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",2.829167,8.82%,9.59%,11.07%,0.61,0.67,0.76,-0.17,-0.58,-25.81%,51.67%,60,5,2026-06-04 20:55:38
26374,completed,2020-01-01,2025-12-31,60,0.1,0,False,48,48,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.829167,8.84%,9.56%,10.95%,0.61,0.67,0.76,-0.15,-0.55,-26.08%,50.00%,60,5,2026-06-04 20:55:38
26375,completed,2020-01-01,2025-12-31,70,0.1,0,False,48,48,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.829167,8.84%,9.56%,10.95%,0.61,0.67,0.76,-0.15,-0.55,-26.08%,50.00%,60,5,2026-06-04 20:55:38
26376,completed,2020-01-01,2025-12-31,80,0.1,0,True,48,48,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma",2.829167,9.30%,9.59%,11.07%,0.63,0.67,0.76,-0.04,-0.49,-29.49%,48.33%,60,5,2026-06-04 20:55:38
26377,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, mom",2.829167,9.14%,9.56%,10.95%,0.62,0.67,0.76,-0.07,-0.46,-28.37%,50.00%,60,5,2026-06-04 20:55:38
26378,completed,2020-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.829167,9.06%,9.59%,11.07%,0.60,0.67,0.76,-0.07,-0.44,-27.66%,48.33%,60,5,2026-06-04 20:55:38
26379,completed,2020-01-01,2025-12-31,60,0.2,0,False,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.829167,9.19%,9.56%,10.95%,0.61,0.67,0.76,-0.03,-0.36,-28.77%,53.33%,60,5,2026-06-04 20:55:38
26380,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, mom",2.829167,9.14%,9.56%,10.95%,0.62,0.67,0.76,-0.07,-0.46,-28.37%,50.00%,60,5,2026-06-04 20:55:38
26381,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, mom",2.826667,8.93%,9.56%,10.95%,0.63,0.67,0.76,-0.16,-0.66,-26.76%,55.00%,60,5,2026-06-04 20:55:38
26382,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, mom",2.826667,8.93%,9.56%,10.95%,0.63,0.67,0.76,-0.16,-0.66,-26.76%,55.00%,60,5,2026-06-04 20:55:38
26383,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.826667,8.87%,9.56%,10.95%,0.62,0.67,0.76,-0.14,-0.54,-26.35%,55.00%,60,5,2026-06-04 20:55:38
26384,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw",2.826667,8.95%,9.56%,10.95%,0.63,0.67,0.76,-0.18,-0.71,-26.86%,53.33%,60,5,2026-06-04 20:55:38
26385,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw",2.826667,8.95%,9.56%,10.95%,0.63,0.67,0.76,-0.18,-0.71,-26.86%,53.33%,60,5,2026-06-04 20:55:38
26386,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.826667,9.13%,9.56%,10.95%,0.61,0.67,0.76,-0.07,-0.52,-28.28%,53.33%,60,5,2026-06-04 20:55:38
26387,completed,2020-01-01,2025-12-31,60,0.1,0,False,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, mom",2.826667,8.68%,9.56%,10.95%,0.62,0.67,0.76,-0.18,-0.48,-24.94%,60.00%,60,5,2026-06-04 20:55:38
26388,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.826667,8.87%,9.56%,10.95%,0.62,0.67,0.76,-0.14,-0.54,-26.35%,55.00%,60,5,2026-06-04 20:55:38
26389,completed,2020-01-01,2025-12-31,70,0.1,0,False,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, mom",2.826667,8.68%,9.56%,10.95%,0.62,0.67,0.76,-0.18,-0.48,-24.94%,60.00%,60,5,2026-06-04 20:55:38
26390,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma, mom",2.826667,9.13%,9.56%,10.95%,0.61,0.67,0.76,-0.07,-0.52,-28.28%,53.33%,60,5,2026-06-04 20:55:38
26391,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",2.824167,9.07%,9.59%,11.07%,0.62,0.67,0.76,-0.12,-0.56,-27.71%,51.67%,60,5,2026-06-04 20:55:38
26392,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma, mom",2.824167,8.86%,9.56%,10.95%,0.62,0.67,0.76,-0.17,-0.63,-26.23%,55.00%,60,5,2026-06-04 20:55:38
26393,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma, mom",2.824167,8.86%,9.56%,10.95%,0.62,0.67,0.76,-0.17,-0.63,-26.23%,55.00%,60,5,2026-06-04 20:55:38
26394,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",2.821667,8.99%,9.56%,10.95%,0.62,0.67,0.76,-0.11,-0.54,-27.27%,50.00%,60,5,2026-06-04 20:55:38
26395,completed,2020-01-01,2025-12-31,60,0.3,0,True,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",2.821667,8.80%,9.56%,10.95%,0.61,0.67,0.76,-0.16,-0.55,-25.81%,51.67%,60,5,2026-06-04 20:55:38
26396,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",2.821667,8.99%,9.56%,10.95%,0.62,0.67,0.76,-0.11,-0.54,-27.27%,50.00%,60,5,2026-06-04 20:55:38
26397,completed,2020-01-01,2025-12-31,70,0.3,0,True,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",2.821667,8.80%,9.56%,10.95%,0.61,0.67,0.76,-0.16,-0.55,-25.81%,51.67%,60,5,2026-06-04 20:55:38
26398,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw",2.821667,8.82%,9.59%,11.07%,0.63,0.67,0.76,-0.25,-0.65,-25.74%,45.00%,60,5,2026-06-04 20:55:38
26399,completed,2020-01-01,2025-12-31,80,0.3,0,True,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma",2.821667,8.96%,9.59%,11.07%,0.61,0.67,0.76,-0.17,-0.75,-26.82%,53.33%,60,5,2026-06-04 20:55:38
26400,completed,2020-01-01,2025-12-31,70,0.1,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",2.819167,8.57%,9.56%,10.95%,0.62,0.67,0.76,-0.23,-0.62,-24.10%,56.67%,60,5,2026-06-04 20:55:38
26401,completed,2020-01-01,2025-12-31,60,0.2,0,False,36,36,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",2.819167,9.10%,9.56%,10.95%,0.61,0.67,0.76,-0.07,-0.43,-28.10%,46.67%,60,5,2026-06-04 20:55:38
26402,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml",2.819167,8.98%,9.56%,10.95%,0.64,0.67,0.76,-0.15,-0.65,-27.19%,55.00%,60,5,2026-06-04 20:55:38
26403,completed,2020-01-01,2025-12-31,60,0.1,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",2.819167,8.57%,9.56%,10.95%,0.62,0.67,0.76,-0.23,-0.62,-24.10%,56.67%,60,5,2026-06-04 20:55:38
