signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,long_return,short_return,strategy_return,benchmark_return,long_count,short_count,style_count,strategy_cumulative,benchmark_cumulative,excess_return
2015-09-30,2015-10-09,2015-10-30,2015-11-06,2015-09-30,2015-11-06,0.10961723931066364,-0.1304836368258852,-0.02086639751522157,0.1098469140687485,56,56,5,1.3162509647930623,1.151901868815221,-0.13071331158397007
2015-10-30,2015-11-06,2015-11-27,2015-12-04,2015-10-30,2015-12-04,0.016198555059900657,0.00954831880465649,0.025746873864557148,-0.02376580412156639,57,57,5,1.350140312357691,1.124525994633692,0.049512677986123535
2015-11-27,2015-12-04,2015-12-31,2016-01-08,2015-11-27,2016-01-08,-0.06618138771081611,0.07377083831820445,0.0075894506073883455,-0.06684056350689414,57,57,5,1.3603871355713735,1.0493620434742255,0.07443001411428249
2015-12-31,2016-01-08,2016-01-29,2016-02-05,2015-12-31,2016-02-05,-0.09893557416070312,0.10594009453805014,0.007004520377347029,-0.09389759278982829,58,58,5,1.369915994983564,0.9508294736269806,0.10090211316717532
2016-01-29,2016-02-05,2016-02-26,2016-03-04,2016-01-29,2016-03-04,-0.0014722100938196207,-0.02445824910946863,-0.02593045920328825,0.03569045704336942,60,60,5,1.3343934441637106,0.9847650121110338,-0.06162091624665767
2016-02-26,2016-03-04,2016-03-25,2016-04-01,2016-02-26,2016-04-01,0.06315426011528041,-0.05989525871408445,0.003259001401195963,0.034220923507351265,62,62,5,1.3387422342679869,1.0184645802632013,-0.030961922106155303
2016-03-25,2016-04-01,2016-04-29,2016-05-06,2016-03-25,2016-05-06,-0.007209124414372188,0.006750434226521233,-0.0004586901878509556,-0.02250629805594713,63,63,5,1.3381281663410665,0.9955427128603725,0.022047607868096175
2016-04-29,2016-05-06,2016-05-27,2016-06-03,2016-04-29,2016-06-03,0.021562596119352035,-0.01574060808858235,0.005821988030769686,0.015558184575607294,67,67,5,1.34591873250914,1.011031550139955,-0.009736196544837608
2016-05-27,2016-06-03,2016-06-24,2016-07-01,2016-05-27,2016-07-01,0.028678165584689014,-0.02348232546223638,0.005195840122452635,-0.008095899843135745,70,70,5,1.3529119110610714,1.0028463399717715,0.01329173996558838
2016-06-24,2016-07-01,2016-07-29,2016-08-05,2016-06-24,2016-08-05,0.014755846669069895,-0.0023906193915446267,0.012365227277525268,0.013956885796914476,73,73,5,1.3696409743278126,1.0168429518106112,-0.001591658519389208
2016-07-29,2016-08-05,2016-08-26,2016-09-02,2016-07-29,2016-09-02,0.013053498550366706,-0.015419315265730675,-0.002365816715363969,0.028020966058182318,76,76,5,1.3664006548167005,1.0453358736497982,-0.030386782773546287
2016-08-26,2016-09-02,2016-09-30,2016-10-14,2016-08-26,2016-10-14,0.011458387986714232,-0.006434805204142041,0.005023582782572191,-0.0009980828331151326,78,78,5,1.373264881620333,1.044292541859469,0.006021665615687323
2016-09-30,2016-10-14,2016-10-28,2016-11-04,2016-09-30,2016-11-04,0.008585261682685148,-0.009108739166468365,-0.0005234774837832162,0.012679726909904643,79,79,5,1.3725460083755345,1.0575338861042973,-0.01320320439368786
2016-10-28,2016-11-04,2016-11-25,2016-12-02,2016-10-28,2016-12-02,0.012403884082995734,-0.00899099451207623,0.003412889570919503,0.04116049430039893,79,79,5,1.3772303563331267,1.101062503595772,-0.037747604729479425
2016-11-25,2016-12-02,2016-12-30,2017-01-06,2016-11-25,2017-01-06,-0.026418942055107343,0.022910271784492887,-0.0035086702706144564,-0.042012505837771434,79,79,4,1.372398109126073,1.0548041087357034,0.038503835567156974
2016-12-30,2017-01-06,2017-01-26,2017-02-03,2016-12-30,2017-02-03,-0.003665610401917859,0.02029219140977016,0.0166265810078523,0.004198587419228205,81,81,4,1.3952163974624812,1.0592327959963914,0.012427993588624096
2017-01-26,2017-02-03,2017-02-24,2017-03-03,2017-01-26,2017-03-03,0.03244950172848106,-0.03308236098223487,-0.0006328592537538091,0.015323502956040836,83,83,5,1.394333421854358,1.0754639528769774,-0.015956362209794645
